drive_id,name,outcome,invoice_id,is_invoice,document_type,entity_id,entity_source,counterparty_id,vendor_flag,coa,duplicate_of,timestamp
1qJkF0BpzviwMb8MmL--tbijfMTzd7jJB,1780973104735-INV-01287.pdf,error,,,,,,,,,[Errno 2] No such file or directory: '/tmp/drive_f,2026-07-30T23:55:35.038243
Invoice no. 8183 - SMD Lawyers Invoice - 250057 (WITH FUNDS IN TRUST)-1.pdf,Invoice no. 8183 - SMD Lawyers Invoice - 250057 (WITH FUNDS IN TRUST)-1.pdf,stray_loaded,1670,True,tax_invoice,3,bill_to,622,MATCHED,6501,,2026-07-30T23:55:24.685164
570012529(Drivelah Subscription fee 10.2024).pdf,570012529(Drivelah Subscription fee 10.2024).pdf,covered,,,,,,,,,inv#1251,2026-07-30T23:55:38.296214
Invoice_INVFR0273556.pdf,Invoice_INVFR0273556.pdf,covered,,,,,,,,,inv#1466,2026-07-30T23:55:38.326004
"TAX INVOICE DM011 - LOPES, Emma - 1CKT163 - TA90105021 (24.02.25).pdf","TAX INVOICE DM011 - LOPES, Emma - 1CKT163 - TA90105021 (24.02.25).pdf",covered,,,,,,,,,inv#1090,2026-07-30T23:55:38.354793
63948I.PDF,63948I.PDF,covered,,,,,,,,,inv#592,2026-07-30T23:55:38.382088
Excess Request (10).pdf,Excess Request (10).pdf,covered,,,,,,,,,inv#843,2026-07-30T23:55:38.409404
Invoice_INVFR0548016.pdf,Invoice_INVFR0548016.pdf,covered,,,,,,,,,inv#330,2026-07-30T23:55:38.438138
Invoice 2239.pdf,Invoice 2239.pdf,covered,,,,,,,,,inv#1159,2026-07-30T23:55:38.467335
INV0000194292 Written off of 1QQ2TX.pdf,INV0000194292 Written off of 1QQ2TX.pdf,covered,,,,,,,,,inv#871,2026-07-30T23:55:38.495150
Ilya - INV-01255.pdf,Ilya - INV-01255.pdf,stray_loaded,1671,True,tax_invoice,3,bill_to,138,MATCHED,5032,,2026-07-30T23:55:38.523996
Excess Request (2) (1).pdf,Excess Request (2) (1).pdf,covered,,,,,,,,,inv#1256,2026-07-30T23:55:44.508677
61391.pdf,61391.pdf,covered,,,,,,,,,inv#1382,2026-07-30T23:55:44.538769
SGIN25-490940.pdf,SGIN25-490940.pdf,covered,,,,,,,,,inv#609,2026-07-30T23:55:44.569340
New Claim Acknowledgement (3).pdf,New Claim Acknowledgement (3).pdf,covered,,,,,,,,,inv#881,2026-07-30T23:55:44.597841
image (34) (3) (1).png,image (34) (3) (1).png,covered,,,,,,,,,inv#1207,2026-07-30T23:55:44.626268
Invoice-INV-7205.pdf,Invoice-INV-7205.pdf,covered,,,,,,,,,inv#500,2026-07-30T23:55:44.654844
Drivemate Invoice FT00000011.pdf,Drivemate Invoice FT00000011.pdf,duplicate,,,,,,,,,inv#738,2026-07-30T23:55:44.683486
1777443145660-4034416_20260422_FEE-INVOICE-B-1.pdf,1777443145660-4034416_20260422_FEE-INVOICE-B-1.pdf,covered,,,,,,,,,inv#332,2026-07-30T23:55:58.590311
FL invoice.pdf,FL invoice.pdf,covered,,,,,,,,,inv#644,2026-07-30T23:55:58.619864
20240905 Invoice - Data Management-6b38a9ee-d846-4fbf-9c20-3bd2772145ea.pdf,20240905 Invoice - Data Management-6b38a9ee-d846-4fbf-9c20-3bd2772145ea.pdf,covered,,,,,,,,,inv#1380,2026-07-30T23:55:58.651160
1770882991140-70819956.pdf,1770882991140-70819956.pdf,duplicate,,,,,,,,,inv#425,2026-07-30T23:55:58.679722
FLM - 49168332_FEE INVOICE - 1ZO2HA.pdf,FLM - 49168332_FEE INVOICE - 1ZO2HA.pdf,covered,,,,,,,,,inv#542,2026-07-30T23:56:02.084758
Repair inovice.png,Repair inovice.png,covered,,,,,,,,,inv#1269,2026-07-30T23:56:02.114744
1VV6SE - Melbourne Prestige Invoice.png,1VV6SE - Melbourne Prestige Invoice.png,covered,,,,,,,,,inv#841,2026-07-30T23:56:02.144457
cdg2.PNG,cdg2.PNG,covered,,,,,,,,,inv#1030,2026-07-30T23:56:02.174330
VOLKSWAGEN - 10708.pdf,VOLKSWAGEN - 10708.pdf,stray_loaded,1674,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:56:02.205534
15815605825085.pdf,15815605825085.pdf,covered,,,,,,,,,inv#485,2026-07-30T23:56:19.127724
28544891_Fee invoice.pdf,28544891_Fee invoice.pdf,covered,,,,,,,,,inv#619,2026-07-30T23:56:19.155540
SOA_JAN26_DRIVE_LAH_$120 (1).pdf,SOA_JAN26_DRIVE_LAH_$120 (1).pdf,not_invoice,1675,False,statement,2,bill_to,,QUARANTINE,,,2026-07-30T23:56:19.184736
Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 39 (1).pdf,Invoice - RS - Drive Lah Ventures Holding Pte Ltd - 39 (1).pdf,covered,,,,,,,,,inv#1001,2026-07-30T23:56:34.296846
IMG-20250124-WA0009.jpg,IMG-20250124-WA0009.jpg,covered,,,,,,,,,inv#1115,2026-07-30T23:56:34.322605
Invoice-00002088.pdf,Invoice-00002088.pdf,covered,,,,,,,,,inv#1188,2026-07-30T23:56:34.349907
1776240816624-Invoice-S113554_50-1.pdf,1776240816624-Invoice-S113554_50-1.pdf,covered,,,,,,,,,inv#354,2026-07-30T23:56:34.385282
Invoice-F693931E-0004.pdf,Invoice-F693931E-0004.pdf,covered,,,,,,,,,inv#1107,2026-07-30T23:56:34.409318
illion Statement of Account - 391790 (1s).PDF,illion Statement of Account - 391790 (1s).PDF,covered,,,,,,,,,inv#1050,2026-07-30T23:56:34.438208
Invoice_INVFR0575792.pdf,Invoice_INVFR0575792.pdf,covered,,,,,,,,,inv#245,2026-07-30T23:56:34.466512
Invoice_100562.pdf,Invoice_100562.pdf,covered,,,,,,,,,inv#974,2026-07-30T23:56:34.496717
DC37MY_FEE INVOICE.pdf,DC37MY_FEE INVOICE.pdf,covered,,,,,,,,,inv#1045,2026-07-30T23:56:34.525666
1ESG871_fee inv.pdf,1ESG871_fee inv.pdf,covered,,,,,,,,,inv#1083,2026-07-30T23:56:34.555529
1775426964751-84708769_Fee-invoice.pdf,1775426964751-84708769_Fee-invoice.pdf,covered,,,,,,,,,inv#365,2026-07-30T23:56:34.583490
Screenshot 2025-05-06 100105.jpg,Screenshot 2025-05-06 100105.jpg,covered,,,,,,,,,inv#900,2026-07-30T23:56:34.612719
SMU4162A - BOT 38414 - Invoice nuber  67becc3b62b5c40640c0e04f.pdf,SMU4162A - BOT 38414 - Invoice nuber  67becc3b62b5c40640c0e04f.pdf,covered,,,,,,,,,inv#950,2026-07-30T23:56:34.640978
Invoice INV137836.pdf,Invoice INV137836.pdf,covered,,,,,,,,,inv#885,2026-07-30T23:56:34.671875
Motor Fleet Renewal (May) Invoice 229549 - DRIVELA (1).pdf,Motor Fleet Renewal (May) Invoice 229549 - DRIVELA (1).pdf,covered,,,,,,,,,inv#674,2026-07-30T23:56:34.700648
Quotation (2).pdf,Quotation (2).pdf,covered,,,,,,,,,inv#1451,2026-07-30T23:56:34.731836
Invoice INV-1635.pdf,Invoice INV-1635.pdf,covered,,,,,,,,,inv#1271,2026-07-30T23:56:34.760209
Drivemate Invoice FT00000010.pdf,Drivemate Invoice FT00000010.pdf,duplicate,,,,,,,,,inv#739,2026-07-30T23:56:34.785908
1ZG9WK Invoice.jpg,1ZG9WK Invoice.jpg,covered,,,,,,,,,inv#732,2026-07-30T23:56:48.568470
Assessment fee 852JS2.pdf,Assessment fee 852JS2.pdf,covered,,,,,,,,,inv#1123,2026-07-30T23:56:48.596346
Motor Fleet Renewal (August) Invoice 231951 - DRIVELA.pdf,Motor Fleet Renewal (August) Invoice 231951 - DRIVELA.pdf,covered,,,,,,,,,inv#597,2026-07-30T23:56:48.624579
Invoice FINV5929.pdf,Invoice FINV5929.pdf,duplicate,,,,,,,,,inv#525,2026-07-30T23:56:48.653222
Carwash.pdf,Carwash.pdf,covered,,,,,,,,,inv#1547,2026-07-30T23:57:01.956018
Ilya - INV-01254.pdf,Ilya - INV-01254.pdf,duplicate,,,,,,,,,inv#569,2026-07-30T23:57:01.984924
1CSF876_Fee invoice.pdf,1CSF876_Fee invoice.pdf,covered,,,,,,,,,inv#1042,2026-07-30T23:57:07.986033
FLM - 35499255_Fee invoice - 1EFH077.pdf,FLM - 35499255_Fee invoice - 1EFH077.pdf,stray_loaded,1679,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-30T23:57:08.016661
INV02288658_A00062140_10252024.pdf,INV02288658_A00062140_10252024.pdf,covered,,,,,,,,,inv#1262,2026-07-30T23:57:13.768274
Aug invoice Humax.pdf,Aug invoice Humax.pdf,covered,,,,,,,,,inv#581,2026-07-30T23:57:13.797594
AU-MRKV03000040 TaxInvoice.pdf,AU-MRKV03000040 TaxInvoice.pdf,covered,,,,,,,,,inv#1281,2026-07-30T23:57:13.826210
5123420472-04 DN Nov 2025.pdf,5123420472-04 DN Nov 2025.pdf,covered,,,,,,,,,inv#449,2026-07-30T23:57:13.856131
MELBOURNE PRESTIGE CENTRE CCX9 INV.pdf,MELBOURNE PRESTIGE CENTRE CCX9 INV.pdf,covered,,,,,,,,,inv#682,2026-07-30T23:57:13.881212
1777070470230-INV-01285.pdf,1777070470230-INV-01285.pdf,covered,,,,,,,,,inv#339,2026-07-30T23:57:13.910537
SGIN25-3001 (1).pdf,SGIN25-3001 (1).pdf,covered,,,,,,,,,inv#1024,2026-07-30T23:57:13.939602
Excess-Letter-_-FLE0015420_20250616055303.pdf,Excess-Letter-_-FLE0015420_20250616055303.pdf,covered,,,,,,,,,inv#466,2026-07-30T23:57:13.967148
Drive_AS_Feb 19-Feb 25_006 - Revised.pdf,Drive_AS_Feb 19-Feb 25_006 - Revised.pdf,covered,,,,,,,,,inv#1561,2026-07-30T23:57:13.997382
1776309279664-4031104_20260407_FEE-INVOICE-2.pdf,1776309279664-4031104_20260407_FEE-INVOICE-2.pdf,covered,,,,,,,,,inv#352,2026-07-30T23:57:14.027876
INV-01239.pdf,INV-01239.pdf,covered,,,,,,,,,inv#666,2026-07-30T23:57:14.056087
ACE24.1470.pdf,ACE24.1470.pdf,covered,,,,,,,,,inv#1211,2026-07-30T23:57:14.083822
SMU4162A Towing May 5 2025.jpg,SMU4162A Towing May 5 2025.jpg,covered,,,,,,,,,inv#833,2026-07-30T23:57:14.114041
Nick_s invoices (7).pdf,Nick_s invoices (7).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:57:14.163986
00006388.pdf,00006388.pdf,covered,,,,,,,,,inv#1275,2026-07-30T23:57:14.193907
SGIN24-329505.pdf,SGIN24-329505.pdf,covered,,,,,,,,,inv#1437,2026-07-30T23:57:14.220995
INV-01246 (1).pdf,INV-01246 (1).pdf,covered,,,,,,,,,inv#623,2026-07-30T23:57:14.251647
AU-MRKV033354F7 TaxInvoice.pdf,AU-MRKV033354F7 TaxInvoice.pdf,covered,,,,,,,,,inv#588,2026-07-30T23:57:14.279173
1RS2TN repair invoice (2) (1).jpg,1RS2TN repair invoice (2) (1).jpg,covered,,,,,,,,,inv#903,2026-07-30T23:57:14.307468
SGIN26-220.pdf,SGIN26-220.pdf,covered,,,,,,,,,inv#495,2026-07-30T23:57:14.335729
Invoice INV-9653.pdf,Invoice INV-9653.pdf,stray_loaded,1680,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:57:14.366348
49761_Fee invoice (1).pdf,49761_Fee invoice (1).pdf,covered,,,,,,,,,inv#747,2026-07-30T23:57:31.739932
Invoice INV-3190521 (1).pdf,Invoice INV-3190521 (1).pdf,stray_loaded,1681,True,tax_invoice,3,bill_to,142,MATCHED,5030,,2026-07-30T23:57:31.771267
New Claim Acknowledgement (20).pdf,New Claim Acknowledgement (20).pdf,covered,,,,,,,,,inv#840,2026-07-30T23:57:48.570767
Screenshot 2025-02-10 at 3.50.44 PM.png,Screenshot 2025-02-10 at 3.50.44 PM.png,covered,,,,,,,,,inv#1117,2026-07-30T23:57:48.598084
Invoice INV-6548.pdf,Invoice INV-6548.pdf,covered,,,,,,,,,inv#692,2026-07-30T23:57:48.622983
1772520582800-80152284_Fee-invoice.pdf,1772520582800-80152284_Fee-invoice.pdf,covered,,,,,,,,,inv#411,2026-07-30T23:57:48.653818
399KZ7_Fee invoice.pdf,399KZ7_Fee invoice.pdf,covered,,,,,,,,,inv#1109,2026-07-30T23:57:48.683231
SGIN24-593201.pdf,SGIN24-593201.pdf,covered,,,,,,,,,inv#1326,2026-07-30T23:57:48.711850
AlMo_invoice_Drivemate_OTOPLUG_July(2025_07_30) (3).pdf,AlMo_invoice_Drivemate_OTOPLUG_July(2025_07_30) (3).pdf,covered,,,,,,,,,inv#582,2026-07-30T23:57:48.740816
Intercom-invoice-2025-04-03-INV02374705.pdf,Intercom-invoice-2025-04-03-INV02374705.pdf,covered,,,,,,,,,inv#722,2026-07-30T23:57:48.770951
INV0000297819.pdf,INV0000297819.pdf,stray_loaded,1682,True,tax_invoice,3,bill_to,509,MATCHED,5060,,2026-07-30T23:57:48.800720
570012536(Drivelah Subscription fee 05.2025).pdf,570012536(Drivelah Subscription fee 05.2025).pdf,covered,,,,,,,,,inv#790,2026-07-30T23:58:02.108261
INV0008.pdf,INV0008.pdf,covered,,,,,,,,,inv#1506,2026-07-30T23:58:02.139502
SGIN26-368659.pdf,SGIN26-368659.pdf,covered,,,,,,,,,inv#273,2026-07-30T23:58:02.163051
0049_001.pdf,0049_001.pdf,covered,,,,,,,,,inv#1316,2026-07-30T23:58:02.191802
Excess Request (9) (1).pdf,Excess Request (9) (1).pdf,covered,,,,,,,,,inv#778,2026-07-30T23:58:02.220782
23484696_FEE INVOICE.pdf,23484696_FEE INVOICE.pdf,covered,,,,,,,,,inv#640,2026-07-30T23:58:02.251597
AU-MRKV030548DA - TaxInvoice.pdf,AU-MRKV030548DA - TaxInvoice.pdf,covered,,,,,,,,,inv#1163,2026-07-30T23:58:02.280431
Drivemate Invoice FT00000006.pdf,Drivemate Invoice FT00000006.pdf,duplicate,,,,,,,,,inv#744,2026-07-30T23:58:02.311848
VL40288928.pdf,VL40288928.pdf,covered,,,,,,,,,inv#808,2026-07-30T23:58:17.888090
Excess Request 1EJW774.pdf,Excess Request 1EJW774.pdf,stray_loaded,1684,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:58:17.916391
ACE 24.1497.pdf,ACE 24.1497.pdf,covered,,,,,,,,,inv#1209,2026-07-30T23:58:34.178103
INV02255310_A00062140_09032024.pdf,INV02255310_A00062140_09032024.pdf,covered,,,,,,,,,inv#1374,2026-07-30T23:58:34.211312
Nick_s invoices (10).pdf,Nick_s invoices (10).pdf,covered,,,,,,,,,inv#1283,2026-07-30T23:58:34.234967
cdg1.PNG,cdg1.PNG,covered,,,,,,,,,inv#1031,2026-07-30T23:58:34.265379
Invoice_INV_MI_22790 (1).pdf,Invoice_INV_MI_22790 (1).pdf,covered,,,,,,,,,inv#1329,2026-07-30T23:58:34.292212
Invoice_INVFR0305789.pdf,Invoice_INVFR0305789.pdf,covered,,,,,,,,,inv#1396,2026-07-30T23:58:34.318780
2024-12-25 Invoice #3462 - Invoice.pdf,2024-12-25 Invoice #3462 - Invoice.pdf,stray_loaded,1685,True,invoice,3,bill_to,84,MATCHED,6104,,2026-07-30T23:58:34.348036
Invoice INV-3190679.pdf,Invoice INV-3190679.pdf,covered,,,,,,,,,inv#470,2026-07-30T23:58:39.486602
Invoice-001 copy.pdf,Invoice-001 copy.pdf,covered,,,,,,,,,inv#1461,2026-07-30T23:58:39.513717
YLD59X - Excess Request (1).pdf,YLD59X - Excess Request (1).pdf,stray_loaded,1686,True,tax_invoice,3,bill_to,,QUARANTINE,,,2026-07-30T23:58:39.541168
Invoice_INVFR0263053 (2).pdf,Invoice_INVFR0263053 (2).pdf,covered,,,,,,,,,inv#1507,2026-07-30T23:58:55.124398
Invoice INV-1390.pdf,Invoice INV-1390.pdf,covered,,,,,,,,,inv#1555,2026-07-30T23:58:55.154927
Intercom-invoice-2025-06-03-INV02396615.pdf,Intercom-invoice-2025-06-03-INV02396615.pdf,covered,,,,,,,,,inv#720,2026-07-30T23:58:55.225463
Invoice INV-1511 (1).pdf,Invoice INV-1511 (1).pdf,covered,,,,,,,,,inv#1415,2026-07-30T23:58:55.251942
New Claim Acknowledgement CEV91E.pdf,New Claim Acknowledgement CEV91E.pdf,covered,,,,,,,,,inv#881,2026-07-30T23:58:55.280862
17062026_Account-34729867.pdf,17062026_Account-34729867.pdf,covered,,,,,,,,,inv#287,2026-07-30T23:58:55.310590
Intercom-invoice-2025-05-03-INV02386774.pdf,Intercom-invoice-2025-05-03-INV02386774.pdf,covered,,,,,,,,,inv#721,2026-07-30T23:58:55.339765
New Claim Acknowledgement (1) (2).pdf,New Claim Acknowledgement (1) (2).pdf,covered,,,,,,,,,inv#870,2026-07-30T23:58:55.367596
Rego 1GRM421 FEE INVOICE.pdf,Rego 1GRM421 FEE INVOICE.pdf,covered,,,,,,,,,inv#696,2026-07-30T23:58:55.396516
TOKIO (5).PNG,TOKIO (5).PNG,covered,,,,,,,,,inv#1011,2026-07-30T23:58:55.423748
1771974906474-Tax-Invoice-60319.pdf,1771974906474-Tax-Invoice-60319.pdf,covered,,,,,,,,,inv#427,2026-07-30T23:58:55.452431
Screenshot 2024-02-29 at 5.48.27 PM.png,Screenshot 2024-02-29 at 5.48.27 PM.png,covered,,,,,,,,,inv#1557,2026-07-30T23:58:55.482017
Invoice_INV25110169.pdf,Invoice_INV25110169.pdf,covered,,,,,,,,,inv#532,2026-07-30T23:58:55.510971
1765174452666-INV-01272-1.pdf,1765174452666-INV-01272-1.pdf,covered,,,,,,,,,inv#531,2026-07-30T23:58:55.537549
FLM - 42982455_FEE INVOICE - 657ZBH.pdf,FLM - 42982455_FEE INVOICE - 657ZBH.pdf,stray_loaded,1687,True,tax_invoice,3,bill_to,72,MATCHED,5034,,2026-07-30T23:58:55.565202
Estimate_1255420 (1) (1).pdf,Estimate_1255420 (1) (1).pdf,covered,,,,,,,,,inv#685,2026-07-30T23:59:01.746836
-Quote-Request-SJD428-NSW-VW-Transporter-2009-Inbox-Support-Intercom-04-23-2025_03_32_PM.png,-Quote-Request-SJD428-NSW-VW-Transporter-2009-Inbox-Support-Intercom-04-23-2025_03_32_PM.png,covered,,,,,,,,,inv#938,2026-07-30T23:59:01.773829
Invoice_260121_from_ACE.pdf,Invoice_260121_from_ACE.pdf,stray_loaded,1688,True,tax_invoice,3,bill_to,28,MATCHED,6500,,2026-07-30T23:59:01.798986
Excess Request 923YNZ.pdf,Excess Request 923YNZ.pdf,covered,,,,,,,,,inv#1081,2026-07-30T23:59:17.120639
Drivemate Invoice FT00000007.pdf,Drivemate Invoice FT00000007.pdf,duplicate,,,,,,,,,inv#743,2026-07-30T23:59:17.149407
"SOA DRIVELAH JUL24 $2,970.00.pdf","SOA DRIVELAH JUL24 $2,970.00.pdf",covered,,,,,,,,,inv#1360,2026-07-30T23:59:31.200140
SGIN24-329504 (2).pdf,SGIN24-329504 (2).pdf,covered,,,,,,,,,inv#1470,2026-07-30T23:59:31.224760
ACE.pdf,ACE.pdf,covered,,,,,,,,,inv#1521,2026-07-30T23:59:31.314325
SJM7705S - BOT 6271 - Invoice number 67a443b1ef39ca41620fa466.pdf,SJM7705S - BOT 6271 - Invoice number 67a443b1ef39ca41620fa466.pdf,covered,,,,,,,,,inv#951,2026-07-30T23:59:31.436355
465JP2 - Repo invoice.pdf,465JP2 - Repo invoice.pdf,covered,,,,,,,,,inv#1245,2026-07-30T23:59:31.523912
Excess Request (3).pdf,Excess Request (3).pdf,covered,,,,,,,,,inv#1265,2026-07-30T23:59:31.609859
Invoice 14435 (1) (1).pdf,Invoice 14435 (1) (1).pdf,stray_loaded,1690,True,tax_invoice,3,bill_to,88,MATCHED,5032,,2026-07-30T23:59:31.637546
Invoice_102821.pdf,Invoice_102821.pdf,stray_loaded,1691,True,invoice,3,bill_to,130,MATCHED,5030,,2026-07-30T23:59:47.331892
SGIN25-490942.pdf,SGIN25-490942.pdf,covered,,,,,,,,,inv#610,2026-07-30T23:59:52.819283
Rego DE38UF Repair Invoice .png,Rego DE38UF Repair Invoice .png,covered,,,,,,,,,inv#908,2026-07-30T23:59:52.847870
1780285570786-Excess-Request_T9xXJMsS_20260528_112224.pdf,1780285570786-Excess-Request_T9xXJMsS_20260528_112224.pdf,covered,,,,,,,,,inv#300,2026-07-30T23:59:52.877836
SGIN24-396447.pdf,SGIN24-396447.pdf,covered,,,,,,,,,inv#1427,2026-07-30T23:59:52.903155
INV0009.pdf,INV0009.pdf,covered,,,,,,,,,inv#1499,2026-07-30T23:59:52.931382
Dec otoplug - alti.png,Dec otoplug - alti.png,not_invoice,,False,report,,,,,,,2026-07-30T23:59:52.957264
INV-000008_Dirk-Jan_Ter_Horst.pdf,INV-000008_Dirk-Jan_Ter_Horst.pdf,covered,,,,,,,,,inv#1543,2026-07-30T23:59:57.900507
Drivemate FTI00084947.pdf,Drivemate FTI00084947.pdf,covered,,,,,,,,,inv#1457,2026-07-30T23:59:57.930225
Invoice_CON08122_INVSGP12679.pdf,Invoice_CON08122_INVSGP12679.pdf,covered,,,,,,,,,inv#1375,2026-07-30T23:59:57.957631
Invoice_CON10093_INVSGP13404.pdf,Invoice_CON10093_INVSGP13404.pdf,stray_loaded,1692,True,tax_invoice,2,bill_to,116,MATCHED,6701,,2026-07-30T23:59:57.986755
Invoice_CON08122_INVSGP13201.pdf,Invoice_CON08122_INVSGP13201.pdf,covered,,,,,,,,,inv#725,2026-07-31T00:00:04.877278
570012535(Drivelah Subscription fee 04.2025) (1).pdf,570012535(Drivelah Subscription fee 04.2025) (1).pdf,covered,,,,,,,,,inv#879,2026-07-31T00:00:04.905420
SGIN24-593200.pdf,SGIN24-593200.pdf,covered,,,,,,,,,inv#1322,2026-07-31T00:00:04.933341
R202750.pdf,R202750.pdf,covered,,,,,,,,,inv#453,2026-07-31T00:00:04.962912
SHARPS-Invoice-84995.pdf,SHARPS-Invoice-84995.pdf,covered,,,,,,,,,inv#543,2026-07-31T00:00:04.991996
Lloyd 5640.jpg,Lloyd 5640.jpg,covered,,,,,,,,,inv#1070,2026-07-31T00:00:05.019673
M2401716 - Final Notice.pdf,M2401716 - Final Notice.pdf,covered,,,,,,,,,inv#1486,2026-07-31T00:00:05.048519
Payment_VH-PY-25-005604.pdf,Payment_VH-PY-25-005604.pdf,not_invoice,1693,False,receipt,2,bill_to,,QUARANTINE,,,2026-07-31T00:00:05.075940
Invoice INV-3190556 (2).pdf,Invoice INV-3190556 (2).pdf,covered,,,,,,,,,inv#1057,2026-07-31T00:00:07.661666
Invoice 18571.pdf,Invoice 18571.pdf,covered,,,,,,,,,inv#1545,2026-07-31T00:00:07.688561
570012530(Drivelah Subscription fee 11.2024).pdf,570012530(Drivelah Subscription fee 11.2024).pdf,covered,,,,,,,,,inv#1252,2026-07-31T00:00:07.715833
00006384.pdf,00006384.pdf,covered,,,,,,,,,inv#1278,2026-07-31T00:00:07.745951
1773803101649-Invoice-113554_40-1.pdf,1773803101649-Invoice-113554_40-1.pdf,covered,,,,,,,,,inv#391,2026-07-31T00:00:07.781091
Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-08-25.pdf,Dunning Letter-Drive Lah Pte. Ltd.-SGD-2024-08-25.pdf,covered,,,,,,,,,inv#1390,2026-07-31T00:00:07.809549
inv 2506605.pdf,inv 2506605.pdf,covered,,,,,,,,,inv#489,2026-07-31T00:00:07.838509
Invoice INV-3190715.pdf,Invoice INV-3190715.pdf,covered,,,,,,,,,inv#310,2026-07-31T00:00:07.867955
Nick_s invoices (4).pdf,Nick_s invoices (4).pdf,covered,,,,,,,,,inv#1283,2026-07-31T00:00:07.921285
Invoice-14238 (1) (1).pdf,Invoice-14238 (1) (1).pdf,covered,,,,,,,,,inv#1287,2026-07-31T00:00:08.001055
900DR3 - GT - Excess Request.pdf,900DR3 - GT - Excess Request.pdf,covered,,,,,,,,,inv#795,2026-07-31T00:00:08.110897
AU-MRKV03019162 TaxInvoice.pdf,AU-MRKV03019162 TaxInvoice.pdf,covered,,,,,,,,,inv#1194,2026-07-31T00:00:08.196883
20260012 and M2304709.pdf,20260012 and M2304709.pdf,not_invoice,,,other,,,,,,,2026-07-31T00:00:08.235465
Inv 157_Drive Lah.pdf,Inv 157_Drive Lah.pdf,stray_loaded,1694,True,invoice,1,default,125,MATCHED,6500,,2026-07-31T00:00:08.267329
110225110800 - Drive.pdf,110225110800 - Drive.pdf,covered,,,,,,,,,inv#1369,2026-07-31T00:00:24.771878
MT_1298290-002 - Income Excess Letter.pdf,MT_1298290-002 - Income Excess Letter.pdf,covered,,,,,,,,,inv#624,2026-07-31T00:00:24.796347
Invoice_INVFR0252756.pdf,Invoice_INVFR0252756.pdf,covered,,,,,,,,,inv#1529,2026-07-31T00:00:24.824906
00006409.pdf,00006409.pdf,covered,,,,,,,,,inv#1222,2026-07-31T00:00:24.851647
49761_Fee invoice (2).pdf,49761_Fee invoice (2).pdf,covered,,,,,,,,,inv#747,2026-07-31T00:00:24.880801
2024-08-25 Invoice #3458 - Invoice.pdf,2024-08-25 Invoice #3458 - Invoice.pdf,covered,,,,,,,,,inv#1389,2026-07-31T00:00:24.911109
7621010_FEE INV.pdf,7621010_FEE INV.pdf,covered,,,,,,,,,inv#783,2026-07-31T00:00:24.939260
AU-MRKV0301109B - TaxInvoice.pdf,AU-MRKV0301109B - TaxInvoice.pdf,covered,,,,,,,,,inv#1273,2026-07-31T00:00:24.970519
Screenshot 2024-04-29 at 12.37.07 PM.png,Screenshot 2024-04-29 at 12.37.07 PM.png,covered,,,,,,,,,inv#1511,2026-07-31T00:00:24.998977
Screenshot 2024-06-11 at 12.54.03 PM.png,Screenshot 2024-06-11 at 12.54.03 PM.png,covered,,,,,,,,,inv#1464,2026-07-31T00:00:25.027614
image1 (1) (2).jpeg,image1 (1) (2).jpeg,covered,,,,,,,,,inv#776,2026-07-31T00:00:25.056082
SGIN26-71776.pdf,SGIN26-71776.pdf,covered,,,,,,,,,inv#376,2026-07-31T00:00:25.083941
902027.pdf,902027.pdf,covered,,,,,,,,,inv#558,2026-07-31T00:00:25.112460
Invoice_02043_November 2024 (1).pdf,Invoice_02043_November 2024 (1).pdf,covered,,,,,,,,,inv#1133,2026-07-31T00:00:25.141327
"TAX INVOICE DM005 - SCULLY, Steele Vincent Rosborough -  1HAI842 (17.11.24).pdf","TAX INVOICE DM005 - SCULLY, Steele Vincent Rosborough -  1HAI842 (17.11.24).pdf",covered,,,,,,,,,inv#1304,2026-07-31T00:00:25.170399
Invoice 17263.pdf,Invoice 17263.pdf,covered,,,,,,,,,inv#1573,2026-07-31T00:00:25.198809
Invoice INV-3190579 (1).pdf,Invoice INV-3190579 (1).pdf,covered,,,,,,,,,inv#919,2026-07-31T00:00:25.227467
Invoice_CON10093_INVSGP13569.pdf,Invoice_CON10093_INVSGP13569.pdf,stray_loaded,1695,True,tax_invoice,2,bill_to,116,MATCHED,6701,,2026-07-31T00:00:25.257274
Excess Recovery Ltr - ST M2404337 - SLT8396H.pdf,Excess Recovery Ltr - ST M2404337 - SLT8396H.pdf,covered,,,,,,,,,inv#1393,2026-07-31T00:00:31.957248
49181_FEE INVOICE.pdf,49181_FEE INVOICE.pdf,covered,,,,,,,,,inv#957,2026-07-31T00:00:31.985029
Grab Receipt (1).png,Grab Receipt (1).png,not_invoice,,False,receipt,,,,,,,2026-07-31T00:00:32.013416
INV0000190917 Jan DriveLah (1).pdf,INV0000190917 Jan DriveLah (1).pdf,stray_loaded,1696,True,tax_invoice,3,bill_to,509,MATCHED,5060,,2026-07-31T00:00:47.037132
