#,txn_date,value_date,amount,running_balance,description
476,2024-11-19,2024-11-19,1.16,12698.70,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\50 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
477,2024-11-19,2024-11-19,69.54,12768.24,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
478,2024-11-19,2024-11-19,4.93,12773.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
479,2024-11-19,2024-11-19,15.66,12788.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
480,2024-11-19,2024-11-19,4.76,12793.59,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAH1ceXl mI8d
481,2024-11-19,2024-11-19,23.90,12817.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
482,2024-11-20,2024-11-20,-22.63,12794.86,DEBIT PURCHASE USD 16.26 17/11/24 xx-4180 WHALE RON
483,2024-11-20,2024-11-20,12000.00,24794.86,TRANSFER CT0033404042 SMIT241120698734
484,2024-11-20,2024-11-20,19.71,24814.57,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
485,2024-11-20,2024-11-20,56.88,24871.45,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
486,2024-11-20,2024-11-20,19.90,24891.35,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\51 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
487,2024-11-20,2024-11-20,61.00,24952.35,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
488,2024-11-20,2024-11-20,4.86,24957.21,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
489,2024-11-20,2024-11-20,109.00,25066.21,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
490,2024-11-20,2024-11-20,16.13,25082.34,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
491,2024-11-20,2024-11-20,53.76,25136.10,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
492,2024-11-20,2024-11-20,10.00,25146.10,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
493,2024-11-20,2024-11-20,264.72,25410.82,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
494,2024-11-20,2024-11-20,30.66,25441.48,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
495,2024-11-20,2024-11-20,75.60,25517.08,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
496,2024-11-20,2024-11-20,15.00,25532.08,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\52 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
497,2024-11-20,2024-11-20,25.90,25557.98,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
498,2024-11-20,2024-11-20,68.00,25625.98,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
499,2024-11-20,2024-11-20,23.40,25649.38,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
500,2024-11-20,2024-11-20,11.88,25661.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
501,2024-11-20,2024-11-20,2.26,25663.52,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
502,2024-11-20,2024-11-20,20.00,25683.52,PAYMENT/TRANSFER OTHR S$ BALAJI NANDHINI via PayNow: Additional driver
503,2024-11-20,2024-11-20,20.00,25703.52,PAYMENT/TRANSFER OTHR S$ NURUL SYAZWINA BINT via PayNow: NA
504,2024-11-20,2024-11-20,20.00,25723.52,FUND TRANSFER via PayNow-UEN from GOH CHERN KUAN OTHR - Additional driver SuYi
505,2024-11-21,2024-11-21,-13.63,25709.89,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
506,2024-11-21,2024-11-21,-22.11,25687.78,"DEBIT PURCHASE AUD 24.60 19/11/24 xx-8724 DRIVE MATE MEL RNB05ESNB\53 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
507,2024-11-21,2024-11-21,-513.50,25174.28,DEBIT PURCHASE USD 369.00 18/11/24 xx-5342 SHARETRIBE HEL
508,2024-11-21,2024-11-21,-457.84,24716.44,DEBIT PURCHASE USD 329.00 18/11/24 xx-5342 SHARETRIBE HEL
509,2024-11-21,2024-11-21,-1362.50,23353.94,DEBIT PURCHASE 19/11/24 xx-8724 FACEBK *4T43VFYBY Dub
510,2024-11-21,2024-11-21,29.37,23383.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
511,2024-11-21,2024-11-21,225.00,23608.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
512,2024-11-21,2024-11-21,62.00,23670.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
513,2024-11-21,2024-11-21,85.00,23755.31,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
514,2024-11-21,2024-11-21,67.37,23822.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
515,2024-11-21,2024-11-21,184.00,24006.68,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\54 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
516,2024-11-21,2024-11-21,92.00,24098.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
517,2024-11-21,2024-11-21,14.60,24113.28,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
518,2024-11-21,2024-11-21,19.17,24132.45,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
519,2024-11-21,2024-11-21,38.01,24170.46,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
520,2024-11-21,2024-11-21,3.63,24174.09,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
521,2024-11-21,2024-11-21,85.80,24259.89,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
522,2024-11-22,2024-11-22,-22.13,24237.76,DEBIT PURCHASE AUD 24.60 20/11/24 xx-8724 DRIVE MATE MEL
523,2024-11-22,2024-11-22,-7.38,24230.38,DEBIT PURCHASE AUD 8.20 20/11/24 xx-8724 DRIVE MATE MEL
524,2024-11-22,2024-11-22,-22.13,24208.25,"DEBIT PURCHASE AUD 24.60 20/11/24 xx-8724 DRIVE MATE MEL RNB05ESNB\55 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
525,2024-11-22,2024-11-22,22.18,24230.43,DEBIT CREDIT AUD 24.60 19/11/24 xx-8724 DRIVE MATE MEL
526,2024-11-22,2024-11-22,-1129.30,23101.13,DEBIT PURCHASE USD 812.84 19/11/24 xx-1377 SLACK TLJACME13 DUB
527,2024-11-22,2024-11-22,-29.30,23071.83,DEBIT PURCHASE USD 21.15 19/11/24 xx-4180 WHALE RON
528,2024-11-22,2024-11-22,-19.53,23052.30,DEBIT PURCHASE USD 14.10 20/11/24 xx-4180 WHALE RON
529,2024-11-22,2024-11-22,-126.86,22925.44,DEBIT PURCHASE USD 91.57 19/11/24 xx-5133 MIRO.COM SAN
530,2024-11-22,2024-11-22,-13.99,22911.45,DEBIT PURCHASE 20/11/24 xx-8724 Google One SIN
531,2024-11-22,2024-11-22,56.16,22967.61,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
532,2024-11-22,2024-11-22,15.60,22983.21,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
533,2024-11-22,2024-11-22,76.00,23059.21,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\56 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
534,2024-11-22,2024-11-22,57.56,23116.77,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
535,2024-11-22,2024-11-22,71.00,23187.77,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
536,2024-11-22,2024-11-22,3.63,23191.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAH0real uuVD
537,2024-11-22,2024-11-22,95.26,23286.66,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
538,2024-11-22,2024-11-22,68.64,23355.30,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
539,2024-11-22,2024-11-22,66.40,23421.70,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
540,2024-11-22,2024-11-22,15.80,23437.50,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
541,2024-11-22,2024-11-22,15.70,23453.20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
542,2024-11-22,2024-11-22,5.27,23458.47,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
543,2024-11-22,2024-11-22,38.01,23496.48,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\57 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
544,2024-11-22,2024-11-22,3.24,23499.72,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
545,2024-11-22,2024-11-22,10.00,23509.72,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
546,2024-11-22,2024-11-22,1.45,23511.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
547,2024-11-22,2024-11-22,32.07,23543.24,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
548,2024-11-22,2024-11-22,2.60,23545.84,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
549,2024-11-22,2024-11-22,3.50,23549.34,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
550,2024-11-22,2024-11-22,2.96,23552.30,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
551,2024-11-22,2024-11-22,15000.00,38552.30,TRANSFER CT0033434073 SMIT241122701297
552,2024-11-23,2024-11-23,-3000.00,35552.30,DEBIT PURCHASE 20/11/24 xx-8724 GOOGLE*ADS9173773995 CC
553,2024-11-23,2024-11-23,-193.93,35358.37,"DEBIT PURCHASE USD 139.60 20/11/24 xx-4180 OCTOPODS WHATSAPP COR RNB05ESNB\58 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
554,2024-11-23,2024-11-23,-81.74,35276.63,"DEBIT PURCHASE USD 59.00 20/11/24 xx-6395 CRUNCHBASE, INC. SAN"
555,2024-11-23,2024-11-23,-17.28,35259.35,DEBIT PURCHASE AUD 19.12 21/11/24 xx-8724 DRIVE MATE MEL
556,2024-11-23,2024-11-23,-1159.31,34100.04,DEBIT PURCHASE USD 834.50 21/11/24 xx-9595 ATLASSIAN SAN
557,2024-11-24,2024-11-25,-13.63,34086.41,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
558,2024-11-24,2024-11-25,-0.18,34086.23,CCY CONVERSION FEE FOR: 17.98 SGD
559,2024-11-24,2024-11-25,-1316.27,32769.96,DEBIT PURCHASE USD 950.10 21/11/24 xx-4699 Twilio TCSR9RG23MRQ4V4 San
560,2024-11-24,2024-11-25,-17.28,32752.68,DEBIT PURCHASE AUD 19.12 22/11/24 xx-8724 DRIVE MATE MEL
561,2024-11-24,2024-11-25,24.15,32776.83,DEBIT CREDIT AUD 26.65 21/11/24 xx-8724 DRIVE MATE MEL
562,2024-11-24,2024-11-25,-1362.50,31414.33,"DEBIT PURCHASE 21/11/24 xx-8724 FACEBK *YUH3JF8BY DUB RNB05ESNB\59 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
563,2024-11-24,2024-11-25,-22.29,31392.04,DEBIT PURCHASE AUD 24.60 22/11/24 xx-8724 DRIVE MATE MEL
564,2024-11-24,2024-11-25,-17.98,31374.06,DEBIT PURCHASE 21/11/24 xx-4330 CANVA* I04343-2794985 CAM
565,2024-11-24,2024-11-25,-17.32,31356.74,DEBIT PURCHASE AUD 19.12 22/11/24 xx-8724 DRIVE MATE MEL
566,2024-11-24,2024-11-25,-43.64,31313.10,DEBIT PURCHASE AUD 48.17 22/11/24 xx-8724 DRIVE MATE MEL
567,2024-11-25,2024-11-25,-48.84,31264.26,DEBIT PURCHASE USD 35.00 22/11/24 xx-9146 BITLY.COM NEW
568,2024-11-25,2024-11-25,17.33,31281.59,DEBIT CREDIT AUD 19.12 22/11/24 xx-8724 DRIVE MATE MEL
569,2024-11-25,2024-11-25,19.85,31301.44,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
570,2024-11-25,2024-11-25,41.28,31342.72,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
571,2024-11-25,2024-11-25,19.17,31361.89,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\60 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
572,2024-11-25,2024-11-25,15.60,31377.49,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
573,2024-11-25,2024-11-25,81.60,31459.09,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
574,2024-11-25,2024-11-25,20.00,31479.09,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
575,2024-11-25,2024-11-25,20.25,31499.34,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
576,2024-11-25,2024-11-25,61.30,31560.64,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
577,2024-11-25,2024-11-25,2.52,31563.16,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
578,2024-11-25,2024-11-25,3.24,31566.40,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
579,2024-11-25,2024-11-25,100.40,31666.80,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
580,2024-11-25,2024-11-25,68.00,31734.80,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
581,2024-11-25,2024-11-25,28.44,31763.24,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\61 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
582,2024-11-25,2024-11-25,10.00,31773.24,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
583,2024-11-25,2024-11-25,22.21,31795.45,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
584,2024-11-25,2024-11-25,1.22,31796.67,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
585,2024-11-25,2024-11-25,3.94,31800.61,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
586,2024-11-25,2024-11-25,66.59,31867.20,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
587,2024-11-25,2024-11-25,7.59,31874.79,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
588,2024-11-25,2024-11-25,106.00,31980.79,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
589,2024-11-25,2024-11-25,3.24,31984.03,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
590,2024-11-25,2024-11-25,90.14,32074.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
591,2024-11-25,2024-11-25,10.00,32084.17,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\62 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
592,2024-11-25,2024-11-25,102.00,32186.17,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
593,2024-11-25,2024-11-25,10.25,32196.42,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
594,2024-11-25,2024-11-25,25.83,32222.25,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
595,2024-11-25,2024-11-25,67.37,32289.62,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
596,2024-11-25,2024-11-25,9.21,32298.83,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
597,2024-11-25,2024-11-25,3.92,32302.75,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
598,2024-11-25,2024-11-25,74.96,32377.71,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
599,2024-11-25,2024-11-25,86.00,32463.71,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
600,2024-11-25,2024-11-25,5.58,32469.29,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
601,2024-11-25,2024-11-25,66.59,32535.88,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\63 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
602,2024-11-25,2024-11-25,20.00,32555.88,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
603,2024-11-25,2024-11-25,85.80,32641.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
604,2024-11-25,2024-11-25,91.00,32732.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
605,2024-11-25,2024-11-25,84.45,32817.13,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
606,2024-11-25,2024-11-25,76.00,32893.13,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
607,2024-11-25,2024-11-25,17.00,32910.13,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
608,2024-11-25,2024-11-25,227.80,33137.93,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
609,2024-11-25,2024-11-25,136.63,33274.56,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
610,2024-11-25,2024-11-25,7.37,33281.93,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
611,2024-11-25,2024-11-25,65.00,33346.93,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\64 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
612,2024-11-25,2024-11-25,97.73,33444.66,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
613,2024-11-25,2024-11-25,4.35,33449.01,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHCVTaj ONEv
614,2024-11-25,2024-11-25,208.00,33657.01,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
615,2024-11-25,2024-11-25,71.25,33728.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
616,2024-11-25,2024-11-25,20.00,33748.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
617,2024-11-25,2024-11-25,92.00,33840.26,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
618,2024-11-25,2024-11-25,52.17,33892.43,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
619,2024-11-25,2024-11-25,81.60,33974.03,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
620,2024-11-25,2024-11-25,162.82,34136.85,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
621,2024-11-25,2024-11-25,83.00,34219.85,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\65 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
622,2024-11-25,2024-11-25,5.00,34224.85,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAHJurDc 0wya
623,2024-11-25,2024-11-25,33.00,34257.85,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
624,2024-11-25,2024-11-25,9.83,34267.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
625,2024-11-25,2024-11-25,255.00,34522.68,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
626,2024-11-25,2024-11-25,44.94,34567.62,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
627,2024-11-25,2024-11-25,4.39,34572.01,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN DRVLAH6UtSI hhHZ
628,2024-11-25,2024-11-25,67.37,34639.38,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
629,2024-11-25,2024-11-25,3.24,34642.62,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
630,2024-11-25,2024-11-25,88.24,34730.86,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
631,2024-11-25,2024-11-25,175.52,34906.38,"PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN RNB05ESNB\66 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
632,2024-11-25,2024-11-25,20.00,34926.38,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
633,2024-11-25,2024-11-25,43.48,34969.86,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
634,2024-11-25,2024-11-25,25.28,34995.14,PAYMENT/TRANSFER CSDB STRIPE PAYMENTS SIN
635,2024-11-26,2024-11-26,30.00,35025.14,PAYMENT/TRANSFER OTHR CHUA SONG CHYE BERN Drivelah car rental 27 Fe 2025
636,2024-11-26,2024-11-26,-13.63,35011.51,"CCY CONVERSION FEE FOR: 1,362.50 SGD"
637,2024-11-26,2024-11-26,-70.02,34941.49,DEBIT PURCHASE USD 50.17 23/11/24 xx-4180 BIRTHDAYBOT NEW
638,2024-11-26,2024-11-26,-40.47,34901.02,DEBIT PURCHASE USD 29.00 23/11/24 xx-9054 MURF.AI SAL
639,2024-11-26,2024-11-26,-1362.50,33538.52,DEBIT PURCHASE 24/11/24 xx-8724 FACEBK *T8JW2ELBY Dub
640,2024-11-26,2024-11-26,-83.74,33454.78,"DEBIT PURCHASE USD 60.00 24/11/24 xx-7950 CALENDLY AVO RNB05ESNB\67 Singapore dollar deposits of non-bank depositors and monies and deposits denominated in Singapore dollars under the Supplementary Retirement Scheme are insured by the Singapore Deposit Insurance Corporation, for up to S$100,000 in aggregate per depositor per Scheme member by law. Monies and deposits denominated in Singapore dollars under the CPF Investment Scheme and CPF Retirement Sum Scheme are aggregated and separately insured up to S$100,000 for each depositor per Scheme member. Foreign currency deposits, dual currency investments, structured deposits and other investment products are not insured."
